customer_id,customer_name,gender,age,city,state,region_id,segment,join_date
C01985,Hredhaan Bakshi,Male,35,Jaipur,Rajasthan,R001,Consumer,2024-09-06
C01986,Omisha Pall,Female,47,Bengaluru,Karnataka,R002,Corporate,2023-09-10
C01987,Anita Keer,Female,32,Chennai,Tamil Nadu,R002,Corporate,2023-12-06
C01988,Zansi Vig,Male,58,Jaipur,Rajasthan,R001,Small Business,2024-01-30
C01989,Hemal Palan,Male,23,Chennai,Tamil Nadu,R002,Corporate,2025-02-27
C01990,Upma Ramanathan,Female,31,Visakhapatnam,Andhra Pradesh,R002,Small Business,2025-03-30
C01991,Nathaniel Gupta,Female,35,Noida,Uttar Pradesh,R001,Consumer,2026-03-26
C01992,Yashica Bajwa,Female,65,Bhubaneswar,Odisha,R003,Consumer,2026-06-11
C01993,Adweta Mohanty,Female,45,Mumbai,Maharashtra,R004,Small Business,2025-05-02
C01994,Ekbal Hari,Male,54,Mumbai,Maharashtra,R004,Consumer,2024-07-10
C01995,Sudiksha Parsa,Male,20,Delhi,Delhi,R001,Corporate,2025-12-14
C01996,Eiravati Balakrishnan,Male,45,Bhubaneswar,Odisha,R003,Small Business,2026-06-07
C01997,Sanaya Thaman,Female,62,Delhi,Delhi,R001,Consumer,2026-04-14
C01998,Devika Sidhu,Female,33,Noida,Uttar Pradesh,R001,Consumer,2024-05-02
C01999,Aadhya Mani,Male,62,Lucknow,Uttar Pradesh,R001,Small Business,2025-02-11
C02000,Gautami Nori,Male,26,Delhi,Delhi,R001,Corporate,2024-02-05
C02001,Gavin Goda,Male,59,Pune,Maharashtra,R004,Consumer,2025-02-26
C02002,Bimala Garde,Female,60,Hyderabad,Telangana,R002,Corporate,2023-09-25
C02003,Nisha Batra,Female,54,Chennai,Tamil Nadu,R002,Small Business,2025-12-06
C02004,Hitesh Sarraf,Male,47,Jaipur,Rajasthan,R001,Corporate,2025-02-04
C02005,Janani Doctor,Male,63,Patna,Bihar,R003,Corporate,2023-11-08
C02006,Ekansh Saha,Female,58,Chennai,Tamil Nadu,R002,Corporate,2024-12-31
C02007,Jasmit Raju,Male,58,Bhubaneswar,Odisha,R003,Consumer,2025-10-21
C02008,Sudiksha Sehgal,Female,51,Delhi,Delhi,R001,Consumer,2024-11-09
C02009,Gautami Aggarwal,Female,35,Pune,Maharashtra,R004,Small Business,2026-06-02
C02010,Edhitha Mohanty,Male,61,Jaipur,Rajasthan,R001,Consumer,2025-06-16
C02011,Qushi Mahal,Female,65,Jaipur,Rajasthan,R001,Consumer,2025-09-03
C02012,Akshay Lanka,Female,21,Lucknow,Uttar Pradesh,R001,Consumer,2026-04-23
C02013,Waida Krish,Female,47,Delhi,Delhi,R001,Small Business,2025-11-09
C02014,Advika Bhavsar,Female,41,Hyderabad,Telangana,R002,Consumer,2025-07-31
C02015,Hredhaan Shroff,Male,53,Kolkata,West Bengal,R003,Small Business,2024-06-25
C02016,Maanav Saran,Male,26,Patna,Bihar,R003,Corporate,2023-09-23
C02017,Yutika Anand,Male,59,Mumbai,Maharashtra,R004,Corporate,2025-03-27
C02018,Edhitha Varty,Male,65,Bhubaneswar,Odisha,R003,Consumer,2024-11-02
C02019,Janya Walia,Female,35,Ahmedabad,Gujarat,R004,Small Business,2026-03-21
C02020,Jack Chaudhari,Female,35,Kolkata,West Bengal,R003,Consumer,2025-05-06
C02021,Leena Karpe,Female,40,Bengaluru,Karnataka,R002,Corporate,2023-11-20
C02022,Baghyawati Kaul,Male,48,Noida,Uttar Pradesh,R001,Small Business,2023-11-08
C02023,Qarin Nagar,Female,46,Lucknow,Uttar Pradesh,R001,Small Business,2025-02-19
C02024,Orinder Grover,Male,30,Ahmedabad,Gujarat,R004,Corporate,2025-03-26
C02025,Indali Sura,Male,43,Bengaluru,Karnataka,R002,Consumer,2024-11-16
C02026,Anita Nigam,Male,24,Pune,Maharashtra,R004,Consumer,2025-01-10
C02027,Tarak Grover,Male,62,Pune,Maharashtra,R004,Consumer,2025-04-25
C02028,Logan Gopal,Male,31,Noida,Uttar Pradesh,R001,Small Business,2025-12-13
C02029,Sanaya Sood,Male,36,Kolkata,West Bengal,R003,Corporate,2024-06-07
C02030,Jeremiah Malhotra,Male,48,Kolkata,West Bengal,R003,Corporate,2024-06-09
C02031,Hardik Dada,Female,65,Delhi,Delhi,R001,Small Business,2025-03-12
C02032,Peter Agrawal,Female,30,Hyderabad,Telangana,R002,Consumer,2024-03-12
C02033,Avi Magar,Male,51,Hyderabad,Telangana,R002,Small Business,2026-06-24
C02034,Ikshita Chadha,Female,55,Ahmedabad,Gujarat,R004,Corporate,2025-12-13
C02035,Hemang Khanna,Female,49,Kolkata,West Bengal,R003,Small Business,2025-01-10
C02036,Ekavir Walia,Female,47,Kolkata,West Bengal,R003,Corporate,2024-12-21
C02037,Ojas Bandi,Male,37,Jaipur,Rajasthan,R001,Consumer,2026-04-02
C02038,Bhavika Samra,Female,32,Patna,Bihar,R003,Corporate,2023-07-27
C02039,Nicholas Sarma,Female,21,Ahmedabad,Gujarat,R004,Consumer,2025-05-18
C02040,Umang Vohra,Female,47,Ahmedabad,Gujarat,R004,Consumer,2024-03-08
C02041,Arya Lata,Male,63,Jaipur,Rajasthan,R001,Small Business,2026-02-02
C02042,Madhav Divan,Male,29,Pune,Maharashtra,R004,Small Business,2024-10-25
C02043,Upadhriti Peri,Male,28,Bhubaneswar,Odisha,R003,Consumer,2026-01-08
C02044,Pooja Behl,Male,38,Bengaluru,Karnataka,R002,Small Business,2025-12-13
C02045,Ridhi Amble,Female,34,Chennai,Tamil Nadu,R002,Corporate,2024-11-23
C02046,Baghyawati Keer,Male,53,Chennai,Tamil Nadu,R002,Small Business,2024-11-10
C02047,Lakshit Mital,Female,40,Hyderabad,Telangana,R002,Consumer,2024-02-12
C02048,Onveer Viswanathan,Female,52,Ahmedabad,Gujarat,R004,Consumer,2025-11-27
C02049,Nisha Ahuja,Female,25,Lucknow,Uttar Pradesh,R001,Consumer,2025-01-07
C02050,Maya Pathak,Female,27,Delhi,Delhi,R001,Corporate,2025-12-08
C02051,Ekaraj Ghose,Male,18,Ahmedabad,Gujarat,R004,Small Business,2023-08-13
C02052,Zayyan Loyal,Female,59,Lucknow,Uttar Pradesh,R001,Small Business,2024-03-28
C02053,Tejas Muni,Female,36,Pune,Maharashtra,R004,Small Business,2025-06-14
C02054,Victor Chauhan,Male,54,Kolkata,West Bengal,R003,Small Business,2025-06-13
C02055,Janaki Kapur,Female,62,Noida,Uttar Pradesh,R001,Consumer,2023-10-31
C02056,Gaurav Shanker,Female,20,Bhubaneswar,Odisha,R003,Consumer,2026-05-28
C02057,Gautami Goel,Male,37,Kolkata,West Bengal,R003,Consumer,2026-05-17
C02058,Eiravati Shroff,Male,46,Delhi,Delhi,R001,Corporate,2024-07-04
C02059,Umang Roy,Female,21,Bengaluru,Karnataka,R002,Small Business,2026-01-09
C02060,Simon Sule,Male,55,Kolkata,West Bengal,R003,Small Business,2023-07-10
C02061,Triveni Bose,Female,30,Mumbai,Maharashtra,R004,Consumer,2025-01-13
C02062,Mugdha Mutti,Female,61,Bengaluru,Karnataka,R002,Small Business,2026-02-21
C02063,Jack Tripathi,Female,30,Bengaluru,Karnataka,R002,Corporate,2025-07-11
C02064,Naksh Choudhury,Male,60,Ahmedabad,Gujarat,R004,Corporate,2025-12-11
C02065,Ekaraj Gupta,Male,63,Delhi,Delhi,R001,Corporate,2024-09-07
C02066,Falguni Chander,Female,41,Ahmedabad,Gujarat,R004,Consumer,2025-07-13
C02067,Lavanya Dugar,Female,40,Pune,Maharashtra,R004,Corporate,2024-04-20
C02068,Rushil Chauhan,Male,31,Noida,Uttar Pradesh,R001,Small Business,2023-11-01
C02069,Akshay Bansal,Female,46,Noida,Uttar Pradesh,R001,Corporate,2025-12-10
C02070,Lopa Vyas,Female,64,Chennai,Tamil Nadu,R002,Corporate,2026-06-15
C02071,Nisha Ranganathan,Male,27,Chennai,Tamil Nadu,R002,Consumer,2025-04-17
C02072,Orinder Kade,Female,51,Pune,Maharashtra,R004,Corporate,2023-08-23
C02073,Meera Lalla,Female,23,Bengaluru,Karnataka,R002,Consumer,2023-07-06
C02074,Praneel Seshadri,Female,44,Delhi,Delhi,R001,Consumer,2026-01-12
C02075,Urvi Deshmukh,Female,63,Lucknow,Uttar Pradesh,R001,Small Business,2026-04-20
C02076,Zaid Prabhakar,Male,30,Patna,Bihar,R003,Consumer,2024-10-17
C02077,Gautami Jha,Female,36,Visakhapatnam,Andhra Pradesh,R002,Small Business,2025-12-07
C02078,Ryan Iyengar,Male,37,Noida,Uttar Pradesh,R001,Small Business,2026-04-10
C02079,Triya Butala,Female,53,Pune,Maharashtra,R004,Small Business,2024-08-08
C02080,Vasana Andra,Male,19,Noida,Uttar Pradesh,R001,Consumer,2025-06-11
C02081,Jagrati Wali,Female,37,Chennai,Tamil Nadu,R002,Small Business,2025-04-01
C02082,Tejas Batra,Female,25,Visakhapatnam,Andhra Pradesh,R002,Small Business,2024-12-21
C02083,Ganga Gara,Female,44,Kolkata,West Bengal,R003,Consumer,2024-09-13
C02084,Akshay Zachariah,Male,19,Noida,Uttar Pradesh,R001,Consumer,2025-09-05
C02085,Watika Hayer,Female,49,Patna,Bihar,R003,Consumer,2025-02-16
C02086,Theodore Mane,Female,55,Jaipur,Rajasthan,R001,Corporate,2024-08-06
C02087,Charita Agarwal,Female,34,Jaipur,Rajasthan,R001,Small Business,2023-09-01
C02088,Leela Dua,Female,62,Kolkata,West Bengal,R003,Consumer,2026-06-01
C02089,Jagat Boase,Male,34,Ahmedabad,Gujarat,R004,Consumer,2025-11-11
C02090,Oni Bains,Male,27,Jaipur,Rajasthan,R001,Corporate,2024-05-10
C02091,Abhiram Dua,Male,40,Noida,Uttar Pradesh,R001,Consumer,2023-11-01
C02092,Ekavir Bhavsar,Female,41,Hyderabad,Telangana,R002,Corporate,2023-09-23
C02093,Damyanti Bassi,Female,21,Kolkata,West Bengal,R003,Corporate,2024-07-28
C02094,Luke Handa,Male,50,Pune,Maharashtra,R004,Consumer,2025-07-22
C02095,Osha Munshi,Male,24,Patna,Bihar,R003,Small Business,2024-03-03
C02096,Nirja Dada,Male,52,Patna,Bihar,R003,Corporate,2025-10-31
C02097,Mekhala Murty,Female,61,Visakhapatnam,Andhra Pradesh,R002,Corporate,2023-08-04
C02098,Rishi Krishnan,Female,24,Pune,Maharashtra,R004,Small Business,2025-02-04
C02099,Kavya Gade,Female,27,Jaipur,Rajasthan,R001,Consumer,2025-08-14
C02100,Pranav Swamy,Female,41,Chennai,Tamil Nadu,R002,Corporate,2025-10-24
C02101,Finn Dua,Female,28,Delhi,Delhi,R001,Consumer,2026-03-06
C02102,Amruta Dayal,Male,50,Mumbai,Maharashtra,R004,Consumer,2024-09-06
C02103,Agastya Rege,Male,53,Visakhapatnam,Andhra Pradesh,R002,Small Business,2023-07-10
C02104,Omaja Patel,Male,44,Bhubaneswar,Odisha,R003,Corporate,2026-06-07
C02105,Bhavika Mukherjee,Male,26,Bengaluru,Karnataka,R002,Consumer,2024-03-03
C02106,Anmol Jha,Female,37,Noida,Uttar Pradesh,R001,Small Business,2023-10-02
C02107,Bhanumati Mitter,Male,46,Ahmedabad,Gujarat,R004,Small Business,2024-08-02
C02108,Mitali Prasad,Female,29,Lucknow,Uttar Pradesh,R001,Small Business,2024-03-23
C02109,Bimala Gola,Male,65,Pune,Maharashtra,R004,Consumer,2023-11-01
C02110,Jeet Bali,Male,62,Mumbai,Maharashtra,R004,Consumer,2026-04-11
C02111,Kritika Seth,Male,37,Bhubaneswar,Odisha,R003,Consumer,2025-06-08
C02112,Balveer Mann,Male,23,Mumbai,Maharashtra,R004,Corporate,2026-02-21
C02113,Yashawini Narang,Male,22,Bhubaneswar,Odisha,R003,Consumer,2024-09-15
C02114,Gaurang Modi,Female,45,Patna,Bihar,R003,Consumer,2024-05-13
C02115,Amol Raval,Male,20,Mumbai,Maharashtra,R004,Small Business,2023-12-12
C02116,Matthew Subramanian,Male,48,Lucknow,Uttar Pradesh,R001,Consumer,2023-07-14
C02117,Rudra Khurana,Male,22,Pune,Maharashtra,R004,Corporate,2024-08-27
C02118,Rajata Johal,Male,24,Kolkata,West Bengal,R003,Consumer,2023-11-08
C02119,Rehaan Oza,Male,55,Jaipur,Rajasthan,R001,Consumer,2023-10-06
C02120,Pranav Karpe,Female,19,Chennai,Tamil Nadu,R002,Consumer,2026-05-27
C02121,Varsha Brar,Female,55,Chennai,Tamil Nadu,R002,Corporate,2024-08-04
C02122,Ira Kumer,Male,50,Ahmedabad,Gujarat,R004,Small Business,2026-05-20
C02123,Simon Buch,Male,50,Jaipur,Rajasthan,R001,Small Business,2025-04-13
C02124,Akshay Sachdev,Male,55,Bengaluru,Karnataka,R002,Consumer,2024-11-17
C02125,Yadavi Korpal,Male,63,Lucknow,Uttar Pradesh,R001,Consumer,2024-11-28
C02126,Bahadurjit Dhingra,Male,52,Pune,Maharashtra,R004,Consumer,2024-01-15
C02127,Ranbir Sem,Male,31,Bhubaneswar,Odisha,R003,Small Business,2025-12-21
C02128,Neel Khosla,Female,41,Visakhapatnam,Andhra Pradesh,R002,Small Business,2025-02-20
C02129,Yoshita Dayal,Male,46,Jaipur,Rajasthan,R001,Small Business,2025-05-11
C02130,Vedant Gupta,Male,40,Bengaluru,Karnataka,R002,Corporate,2024-04-17
C02131,Aarini Chana,Male,50,Delhi,Delhi,R001,Consumer,2025-06-18
C02132,Ira Lad,Male,38,Delhi,Delhi,R001,Consumer,2025-11-04
C02133,Tanay Sharma,Male,51,Noida,Uttar Pradesh,R001,Consumer,2025-02-13
C02134,Banjeet Nadkarni,Female,63,Noida,Uttar Pradesh,R001,Corporate,2024-08-04
C02135,Idika Badal,Male,23,Lucknow,Uttar Pradesh,R001,Corporate,2026-02-14
C02136,Naveen Mishra,Male,42,Noida,Uttar Pradesh,R001,Corporate,2026-06-27
C02137,Udyati Ravi,Female,61,Noida,Uttar Pradesh,R001,Corporate,2025-07-07
C02138,Arjun Naik,Female,36,Mumbai,Maharashtra,R004,Corporate,2025-04-19
C02139,Zayan Jhaveri,Male,48,Mumbai,Maharashtra,R004,Small Business,2025-07-07
C02140,Harsh Kibe,Male,18,Ahmedabad,Gujarat,R004,Small Business,2026-04-12
C02141,Hema Wadhwa,Male,43,Noida,Uttar Pradesh,R001,Corporate,2023-11-18
C02142,Yachana Bhatti,Male,25,Lucknow,Uttar Pradesh,R001,Consumer,2026-01-04
C02143,Baljiwan Goel,Female,62,Delhi,Delhi,R001,Small Business,2026-04-11
C02144,Dayamai Sastry,Male,22,Bengaluru,Karnataka,R002,Corporate,2023-10-27
C02145,Bakhshi Patel,Female,30,Mumbai,Maharashtra,R004,Small Business,2024-03-14
C02146,Chaitaly Baral,Female,25,Visakhapatnam,Andhra Pradesh,R002,Consumer,2024-08-01
C02147,Aachal Srinivas,Female,64,Visakhapatnam,Andhra Pradesh,R002,Corporate,2025-08-29
C02148,Tripti Bir,Female,59,Pune,Maharashtra,R004,Corporate,2024-11-18
C02149,Harshil Rout,Female,60,Ahmedabad,Gujarat,R004,Small Business,2023-12-08
C02150,Tanish Mangat,Female,50,Delhi,Delhi,R001,Corporate,2024-01-27
C02151,Yagnesh Chaudhary,Female,24,Chennai,Tamil Nadu,R002,Consumer,2025-01-27
C02152,Jalsa Baria,Female,49,Pune,Maharashtra,R004,Consumer,2026-06-07
C02153,Nidhi Sarraf,Male,19,Kolkata,West Bengal,R003,Consumer,2026-06-09
C02154,Sachi Lala,Male,22,Bhubaneswar,Odisha,R003,Corporate,2024-09-11
C02155,Praneel Khurana,Male,29,Kolkata,West Bengal,R003,Corporate,2026-06-08
C02156,Bhavya Anand,Female,27,Jaipur,Rajasthan,R001,Corporate,2025-04-25
C02157,Nikita Hari,Male,22,Jaipur,Rajasthan,R001,Small Business,2026-05-05
C02158,Tanmayi Chad,Female,47,Patna,Bihar,R003,Consumer,2026-05-26
C02159,Rohan Wali,Female,49,Pune,Maharashtra,R004,Small Business,2025-09-20
C02160,Vasatika Bail,Female,52,Pune,Maharashtra,R004,Small Business,2023-09-12
C02161,Charvi Kale,Male,45,Hyderabad,Telangana,R002,Consumer,2024-03-04
C02162,Mohammed Goda,Female,38,Delhi,Delhi,R001,Corporate,2025-04-12
C02163,Dhruv Gala,Female,20,Noida,Uttar Pradesh,R001,Consumer,2025-04-05
C02164,Reva Venkatesh,Female,63,Chennai,Tamil Nadu,R002,Consumer,2025-05-24
C02165,Arya Rana,Female,26,Noida,Uttar Pradesh,R001,Corporate,2026-01-19
C02166,Gaurika Halder,Female,49,Bhubaneswar,Odisha,R003,Consumer,2024-07-05
C02167,Sai Dalal,Female,60,Jaipur,Rajasthan,R001,Small Business,2024-09-25
C02168,Warinder Verma,Female,48,Kolkata,West Bengal,R003,Small Business,2023-08-04
C02169,Theodore Prashad,Male,50,Visakhapatnam,Andhra Pradesh,R002,Consumer,2024-09-21
C02170,Ekavir Vala,Female,49,Delhi,Delhi,R001,Small Business,2024-08-02
C02171,Urvi Seshadri,Female,36,Delhi,Delhi,R001,Corporate,2025-05-23
C02172,Qarin Natt,Male,55,Hyderabad,Telangana,R002,Consumer,2025-02-21
C02173,Oni Pal,Female,40,Chennai,Tamil Nadu,R002,Small Business,2025-12-10
C02174,Yadavi Bora,Male,58,Jaipur,Rajasthan,R001,Corporate,2025-03-29
C02175,Zarna Ghosh,Male,45,Delhi,Delhi,R001,Corporate,2023-10-12
C02176,Gautami Pau,Female,40,Ahmedabad,Gujarat,R004,Consumer,2024-07-30
C02177,Nathaniel Shan,Male,33,Kolkata,West Bengal,R003,Consumer,2025-06-14
C02178,Neel Chana,Female,55,Kolkata,West Bengal,R003,Consumer,2025-06-05
C02179,Udant Boase,Male,37,Bhubaneswar,Odisha,R003,Consumer,2023-11-27
C02180,Max Pandya,Male,19,Ahmedabad,Gujarat,R004,Small Business,2024-02-02
C02181,Inaya Murty,Male,47,Ahmedabad,Gujarat,R004,Small Business,2026-04-24
C02182,Ekalinga Sankar,Female,54,Visakhapatnam,Andhra Pradesh,R002,Small Business,2023-08-26
C02183,Vasana Rajan,Female,19,Delhi,Delhi,R001,Small Business,2024-11-03
C02184,Amruta Sekhon,Male,38,Noida,Uttar Pradesh,R001,Corporate,2025-03-09
C02185,Omya Batra,Female,38,Jaipur,Rajasthan,R001,Small Business,2024-06-17
C02186,Ojasvi Kala,Female,24,Bengaluru,Karnataka,R002,Small Business,2025-06-02
C02187,Lila Balay,Male,39,Kolkata,West Bengal,R003,Corporate,2025-06-20
C02188,Wishi Sengupta,Female,28,Lucknow,Uttar Pradesh,R001,Small Business,2024-01-10
C02189,Ridhi Ghosh,Female,45,Pune,Maharashtra,R004,Consumer,2025-12-05
C02190,Anamika Talwar,Male,52,Noida,Uttar Pradesh,R001,Consumer,2024-02-06
C02191,Ishwar Bandi,Female,21,Pune,Maharashtra,R004,Corporate,2025-12-10
C02192,Dhriti Khalsa,Female,32,Jaipur,Rajasthan,R001,Small Business,2026-05-23
C02193,Thomas Dara,Male,63,Bhubaneswar,Odisha,R003,Small Business,2024-06-06
C02194,Harish Acharya,Female,35,Bengaluru,Karnataka,R002,Consumer,2026-01-11
C02195,Oni Barad,Female,45,Jaipur,Rajasthan,R001,Consumer,2024-10-01
C02196,Baghyawati Rastogi,Male,59,Ahmedabad,Gujarat,R004,Corporate,2025-11-29
C02197,Hemangini Sathe,Female,45,Lucknow,Uttar Pradesh,R001,Small Business,2025-07-08
C02198,Karan Murty,Female,30,Lucknow,Uttar Pradesh,R001,Corporate,2024-04-25
C02199,Ikshita Kar,Female,57,Delhi,Delhi,R001,Small Business,2023-11-15
C02200,Wishi Ratta,Male,19,Noida,Uttar Pradesh,R001,Small Business,2024-05-05
C02201,Wyatt Nagar,Male,54,Bhubaneswar,Odisha,R003,Corporate,2025-10-10
C02202,Sanya Ramesh,Female,35,Mumbai,Maharashtra,R004,Small Business,2026-02-03
C02203,Jyoti Dubey,Female,54,Lucknow,Uttar Pradesh,R001,Small Business,2023-09-08
C02204,Dev Dey,Male,51,Kolkata,West Bengal,R003,Consumer,2024-04-14
C02205,Eta Wadhwa,Female,27,Ahmedabad,Gujarat,R004,Consumer,2024-02-10
C02206,Ira Tata,Female,45,Chennai,Tamil Nadu,R002,Corporate,2026-05-21
C02207,Yachana Rastogi,Male,58,Ahmedabad,Gujarat,R004,Consumer,2026-02-25
C02208,Bishakha Tripathi,Female,35,Visakhapatnam,Andhra Pradesh,R002,Corporate,2024-02-02
C02209,Aarnav Natt,Male,34,Kolkata,West Bengal,R003,Small Business,2026-05-03
C02210,Harshil Singh,Male,43,Jaipur,Rajasthan,R001,Consumer,2025-10-19
C02211,Aashi Shan,Male,30,Bengaluru,Karnataka,R002,Consumer,2024-11-25
C02212,Ekapad Nanda,Female,47,Mumbai,Maharashtra,R004,Corporate,2026-04-09
C02213,Vansha Patla,Female,45,Lucknow,Uttar Pradesh,R001,Small Business,2025-01-24
C02214,Fiyaz Pau,Male,28,Hyderabad,Telangana,R002,Corporate,2025-04-27
C02215,Bina Vyas,Male,34,Chennai,Tamil Nadu,R002,Corporate,2024-12-30
C02216,Kashvi Hegde,Male,59,Kolkata,West Bengal,R003,Consumer,2023-11-26
C02217,Garima Vig,Female,19,Bhubaneswar,Odisha,R003,Consumer,2025-04-15
C02218,Neelima Korpal,Male,38,Visakhapatnam,Andhra Pradesh,R002,Small Business,2024-05-15
C02219,Vedhika Shukla,Male,44,Pune,Maharashtra,R004,Corporate,2024-12-24
C02220,Dayamai Kakar,Male,43,Kolkata,West Bengal,R003,Small Business,2026-05-03
C02221,Abhimanyu Sarin,Male,33,Visakhapatnam,Andhra Pradesh,R002,Consumer,2025-11-15
C02222,Nidra Buch,Male,51,Jaipur,Rajasthan,R001,Small Business,2024-03-07
C02223,Unni Jayaraman,Female,49,Visakhapatnam,Andhra Pradesh,R002,Consumer,2024-01-09
C02224,Sai Agrawal,Male,38,Mumbai,Maharashtra,R004,Corporate,2023-11-25
C02225,Om Rattan,Female,65,Visakhapatnam,Andhra Pradesh,R002,Small Business,2024-12-29
C02226,Deepa Iyengar,Female,31,Mumbai,Maharashtra,R004,Consumer,2024-02-29
C02227,Sneha Goda,Male,31,Bengaluru,Karnataka,R002,Corporate,2024-07-05
C02228,Eiravati Nazareth,Female,34,Noida,Uttar Pradesh,R001,Small Business,2024-09-18
C02229,Jagrati Dutta,Female,52,Hyderabad,Telangana,R002,Corporate,2025-04-03
C02230,Chatresh Vohra,Male,38,Bhubaneswar,Odisha,R003,Small Business,2025-09-01
C02231,Prisha Loyal,Female,61,Delhi,Delhi,R001,Consumer,2023-08-05
C02232,Ekavir Deep,Male,41,Pune,Maharashtra,R004,Corporate,2026-05-03
C02233,Azad Bains,Female,37,Bhubaneswar,Odisha,R003,Consumer,2026-06-29
C02234,Gaurika Hayre,Male,65,Kolkata,West Bengal,R003,Small Business,2023-10-13
C02235,Alka Sekhon,Male,62,Patna,Bihar,R003,Small Business,2023-07-14
C02236,Manan Sastry,Female,53,Mumbai,Maharashtra,R004,Corporate,2025-07-21
C02237,Gautam Bumb,Female,61,Pune,Maharashtra,R004,Consumer,2025-07-15
C02238,Manbir Agarwal,Male,46,Lucknow,Uttar Pradesh,R001,Corporate,2024-03-21
C02239,Jagat Jani,Female,34,Hyderabad,Telangana,R002,Corporate,2025-12-19
C02240,Baghyawati Shah,Male,37,Bengaluru,Karnataka,R002,Consumer,2026-03-17
C02241,Jackson Sawhney,Male,46,Visakhapatnam,Andhra Pradesh,R002,Small Business,2023-12-12
C02242,Diya Sibal,Female,20,Ahmedabad,Gujarat,R004,Corporate,2024-11-21
C02243,Yatan Chana,Male,49,Visakhapatnam,Andhra Pradesh,R002,Corporate,2026-04-04
C02244,Ekaja Morar,Female,39,Bhubaneswar,Odisha,R003,Small Business,2023-07-25
C02245,Amara Ben,Male,28,Delhi,Delhi,R001,Small Business,2025-05-05
C02246,Karan Menon,Male,40,Pune,Maharashtra,R004,Corporate,2025-03-23
C02247,Charita Batra,Female,47,Jaipur,Rajasthan,R001,Small Business,2025-01-31
C02248,Zaitra Badami,Male,59,Hyderabad,Telangana,R002,Small Business,2024-06-13
C02249,Charvi Wadhwa,Female,59,Chennai,Tamil Nadu,R002,Consumer,2025-10-10
C02250,Wridesh Wagle,Female,30,Hyderabad,Telangana,R002,Small Business,2025-11-21
C02251,Zayan Goda,Female,54,Pune,Maharashtra,R004,Consumer,2025-04-01
C02252,Maanav Loyal,Male,33,Bengaluru,Karnataka,R002,Small Business,2023-12-12
C02253,Anjali Pai,Male,56,Bhubaneswar,Odisha,R003,Small Business,2025-09-26
C02254,Zinal Banerjee,Female,46,Delhi,Delhi,R001,Corporate,2024-11-13
C02255,Suhani Dass,Male,34,Visakhapatnam,Andhra Pradesh,R002,Consumer,2025-07-07
C02256,Yahvi Chhabra,Female,36,Kolkata,West Bengal,R003,Consumer,2024-06-22
C02257,Ati Srinivasan,Female,41,Bengaluru,Karnataka,R002,Consumer,2023-11-21
C02258,Arin Anne,Female,54,Delhi,Delhi,R001,Consumer,2024-05-22
C02259,Alka Sant,Male,53,Hyderabad,Telangana,R002,Small Business,2024-05-13
C02260,Naveen Kapoor,Male,23,Jaipur,Rajasthan,R001,Corporate,2023-09-29
C02261,Oeshi Sethi,Female,62,Mumbai,Maharashtra,R004,Consumer,2026-05-08
C02262,Hemani Dewan,Female,57,Hyderabad,Telangana,R002,Corporate,2024-08-26
C02263,Wyatt Varkey,Female,27,Jaipur,Rajasthan,R001,Consumer,2024-02-07
C02264,Nihal Gupta,Male,54,Ahmedabad,Gujarat,R004,Consumer,2023-10-26
C02265,Manya Baral,Female,47,Hyderabad,Telangana,R002,Small Business,2026-04-30
C02266,Lucky Basak,Male,32,Noida,Uttar Pradesh,R001,Small Business,2025-03-13
C02267,Varsha Edwin,Male,35,Mumbai,Maharashtra,R004,Corporate,2024-01-16
C02268,Bishakha Patil,Female,42,Bhubaneswar,Odisha,R003,Consumer,2024-04-04
C02269,Zinal Bera,Male,56,Delhi,Delhi,R001,Consumer,2025-04-07
C02270,Yashica Ganguly,Female,64,Visakhapatnam,Andhra Pradesh,R002,Small Business,2024-07-28
C02271,Dakshesh Dar,Female,29,Mumbai,Maharashtra,R004,Corporate,2024-04-30
C02272,Vedhika Verma,Male,19,Patna,Bihar,R003,Corporate,2026-02-01
C02273,Vedhika Hegde,Male,57,Pune,Maharashtra,R004,Corporate,2025-12-02
C02274,Pushti Krishna,Female,55,Mumbai,Maharashtra,R004,Small Business,2024-12-23
C02275,Watika Borra,Female,23,Kolkata,West Bengal,R003,Consumer,2026-03-25
C02276,Yagnesh Zacharia,Male,38,Noida,Uttar Pradesh,R001,Small Business,2025-06-26
C02277,Kala Sachar,Male,63,Delhi,Delhi,R001,Corporate,2025-04-06
C02278,Unni Bail,Female,65,Bhubaneswar,Odisha,R003,Small Business,2026-01-29
C02279,Balendra Sidhu,Male,24,Pune,Maharashtra,R004,Small Business,2025-01-04
C02280,Nakul Sehgal,Male,39,Hyderabad,Telangana,R002,Consumer,2024-08-16
C02281,Edhitha Ravi,Female,56,Noida,Uttar Pradesh,R001,Small Business,2025-10-28
C02282,Wyatt Naidu,Male,18,Patna,Bihar,R003,Corporate,2024-03-05
C02283,Nakul Gour,Female,37,Lucknow,Uttar Pradesh,R001,Corporate,2024-12-19
C02284,Charan Cherian,Female,26,Kolkata,West Bengal,R003,Small Business,2023-09-01
C02285,Chaman Soni,Male,34,Hyderabad,Telangana,R002,Consumer,2025-04-13
C02286,Oscar Malhotra,Female,39,Lucknow,Uttar Pradesh,R001,Corporate,2025-08-06
